,location_easting_osgr,location_northing_osgr,longitude,latitude,number_of_vehicles,number_of_casualties,day_of_week,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions_5,light_conditions_6,light_conditions_7,weather_conditions_Fog or mist,weather_conditions_Raining + high winds,weather_conditions_Raining no high winds,weather_conditions_Snowing + high winds,weather_conditions_Snowing no high winds,road_surface_conditions_3,road_surface_conditions_4,road_surface_conditions_9,day,month
0,508304,173795,-0.442713,51.452791,2,1,7,5,0,6,30,3,4,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,18,3
1,530005,181540,-0.127715,51.517831,1,1,6,3,400,9,30,6,2,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27,1
2,525039,177006,-0.200853,51.478204,1,1,6,3,304,3,20,6,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,1
3,531398,186729,-0.105715,51.56414,2,1,1,3,503,6,20,3,2,3,503,0,5,0,0,0,0,0,0,0,0,0,0,0,9,4
4,532561,176469,-0.092801,51.471667,2,1,5,3,215,6,30,6,2,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,4
5,536005,192306,-0.037131,51.613164,1,2,1,3,406,1,30,1,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,3
6,536193,181134,-0.038743,51.512726,2,1,2,3,13,6,20,6,2,3,1203,9,5,0,0,0,0,0,0,0,0,0,0,0,20,3
7,532545,168576,-0.095983,51.40074,3,5,3,6,0,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3
8,527865,176477,-0.160373,51.472818,2,1,5,6,0,9,20,0,-1,0,-1,9,9,0,0,0,0,0,1,0,0,0,0,0,13,4
9,518892,189449,-0.285127,51.591358,2,2,6,3,4140,6,30,3,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,4
10,528382,168079,-0.155975,51.39723,4,1,7,3,236,3,30,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,18,3
11,516550,179759,-0.322126,51.504758,2,1,5,6,0,1,20,99,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,4
12,515080,168948,-0.346811,51.407892,2,1,3,3,308,6,30,8,4,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,4,4
13,527551,194250,-0.158452,51.632611,2,1,4,6,0,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
14,530071,181297,-0.126854,51.515632,1,1,4,3,40,6,20,7,2,3,401,0,5,0,0,0,0,0,0,0,0,0,0,0,25,1
15,531268,179398,-0.110319,51.49829,2,1,4,3,302,6,20,3,4,6,0,0,4,0,0,0,0,0,1,0,0,0,0,0,8,3
16,518077,167379,-0.304263,51.393174,1,1,4,4,3370,1,20,1,4,4,3363,0,1,0,0,0,0,0,0,0,0,0,0,0,15,3
17,520010,165508,-0.277125,51.375954,2,1,2,3,240,3,40,6,2,6,0,9,5,0,0,0,0,0,0,0,0,0,0,0,27,2
18,534430,182148,-0.063747,51.52226,1,3,4,6,0,6,20,3,2,6,0,2,5,0,0,0,0,0,0,0,0,0,0,0,25,1
19,548160,188355,0.136625,51.574599,2,2,6,6,0,6,30,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
20,544698,188719,0.086853,51.578768,1,1,7,6,0,9,20,9,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
21,514195,176221,-0.357186,51.473439,1,1,6,5,0,6,20,3,4,6,0,0,5,0,0,0,0,0,1,0,0,0,0,0,10,3
22,532547,192521,-0.086962,51.61592,2,1,5,3,10,1,40,1,2,3,406,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2
23,543520,184983,0.06834,51.545499,2,2,5,3,406,3,50,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
24,538020,181014,-0.012478,51.511205,2,1,1,3,13,2,20,3,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1
25,538037,174922,-0.014612,51.456457,2,3,5,3,21,6,20,3,2,4,236,0,5,0,0,0,0,0,0,0,0,0,0,0,9,2
26,523846,175085,-0.218695,51.461202,2,1,7,3,205,6,20,3,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,3
27,525846,175771,-0.189678,51.466926,2,1,7,3,217,6,20,6,2,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,3
28,528963,184394,-0.14168,51.543717,2,1,5,3,400,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3
29,528376,181087,-0.151344,51.514132,2,1,6,5,0,2,20,6,2,3,40,9,5,0,0,0,0,0,1,0,0,0,0,0,17,3
30,519638,169914,-0.280983,51.415631,1,1,4,5,0,6,20,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
31,532005,179085,-0.099825,51.495306,2,1,6,3,3,6,30,3,4,3,201,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
32,545464,191688,0.099129,51.605248,2,1,7,5,0,3,30,3,4,6,0,2,4,0,0,0,0,0,1,0,0,0,0,0,25,3
33,548727,188130,0.144706,51.572428,2,1,5,3,118,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
34,511131,187721,-0.397659,51.57741,1,1,2,5,0,6,30,6,4,6,0,2,5,0,0,0,0,0,0,0,0,0,0,0,13,2
35,516188,190344,-0.323847,51.599965,1,1,6,5,0,1,30,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
36,527132,179088,-0.169981,51.496448,2,1,5,3,4,3,30,9,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
37,536705,172495,-0.034708,51.43497,2,1,2,3,212,3,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2
38,511004,180943,-0.401627,51.516515,2,1,7,3,4020,1,40,1,2,3,312,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
39,543943,182827,0.073556,51.526019,2,1,7,3,406,3,50,99,9,3,13,9,9,0,0,0,0,0,0,0,0,0,0,0,18,2
40,530965,175164,-0.11625,51.460311,2,1,7,3,23,6,30,0,-1,0,-1,0,5,0,0,0,0,0,0,0,0,0,0,0,15,4
41,531138,165274,-0.117416,51.371392,1,1,2,3,23,6,30,6,2,5,0,0,9,0,0,0,0,0,0,0,0,0,0,1,13,3
42,539247,167778,-1.3e-05,51.391964,2,1,7,4,251,6,30,7,2,4,228,0,5,0,0,0,0,0,0,0,0,0,0,0,11,3
43,542031,165107,0.038907,51.367274,2,1,7,3,232,6,30,6,2,3,233,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3
44,533171,179182,-0.083002,51.495904,1,1,2,3,100,6,20,9,2,6,0,2,4,0,0,0,0,0,0,0,0,0,0,0,20,2
45,535198,179609,-0.053656,51.499261,1,1,4,6,0,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
46,533990,167449,-0.075648,51.390273,2,1,5,6,0,1,20,2,4,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,19,1
47,531214,169485,-0.11477,51.409218,3,1,4,6,0,6,20,6,4,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,25,1
48,524312,191483,-0.206207,51.608469,2,2,7,5,0,6,30,0,-1,0,-1,9,9,0,0,0,0,0,0,0,0,0,0,1,21,1
49,534190,181679,-0.067382,51.518102,2,1,4,6,0,6,20,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
50,526496,181660,-0.178217,51.519705,2,1,6,3,404,1,20,3,3,3,4206,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2
51,536368,182486,-0.0357,51.524833,2,1,1,3,11,6,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
52,527454,176353,-0.166332,51.471797,2,1,3,3,3205,9,20,99,9,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,21,2
53,533233,179734,-0.081901,51.50085,2,1,5,3,2205,2,20,9,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,4
54,518876,169365,-0.292119,51.410857,2,1,5,3,308,6,30,9,2,3,2043,0,5,0,0,0,0,1,0,0,0,0,0,0,9,3
55,533809,175224,-0.075315,51.460185,2,2,7,3,2216,6,20,3,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,3
56,530889,188629,-0.112346,51.581332,2,1,1,6,0,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1
57,508075,173348,-0.446144,51.448817,2,1,2,4,3003,6,20,1,2,3,30,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1
58,537088,170915,-0.029813,51.42068,1,1,1,6,0,6,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
59,541456,183227,0.03789,51.530241,1,1,3,3,124,6,30,3,2,4,167,0,5,0,0,0,0,0,0,0,0,0,0,1,17,1
60,530589,174111,-0.122047,51.450934,1,1,7,6,0,7,20,3,4,3,23,0,0,0,1,0,0,0,1,0,0,0,0,0,11,3
61,512728,180688,-0.376873,51.513882,1,1,5,6,0,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
62,514823,181582,-0.346405,51.521495,3,1,5,6,0,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
63,515739,191271,-0.330021,51.608389,2,1,7,5,0,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4
64,517684,177416,-0.306576,51.483465,2,1,1,3,315,6,30,3,2,3,3002,2,4,0,0,0,0,0,0,0,0,0,0,0,26,3
65,544895,184797,0.088079,51.543477,2,3,5,3,124,6,30,3,4,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,4
66,528068,172397,-0.158927,51.436106,2,1,3,3,24,6,30,0,-1,0,-1,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4
67,534028,193522,-0.065202,51.624565,2,1,2,6,0,9,20,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2
68,518691,190612,-0.287634,51.601852,2,1,4,5,0,9,30,99,9,5,0,0,9,0,0,0,0,0,0,0,0,0,0,1,8,3
69,510287,180479,-0.412101,51.512485,1,1,7,5,0,6,20,3,4,6,0,2,1,0,0,0,0,0,1,0,0,0,0,0,7,1
70,518237,185257,-0.295987,51.55382,1,1,7,6,0,6,30,0,-1,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,18,3
71,542316,175367,0.047113,51.459397,1,1,4,3,205,3,30,3,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,2
72,527995,170784,-0.160559,51.421627,2,1,7,3,217,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2
73,526375,170134,-0.184077,51.416148,2,1,5,3,238,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2
74,533883,187734,-0.069503,51.572587,2,1,5,3,107,9,20,99,9,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,16,2
75,512666,178969,-0.378315,51.498444,2,1,6,5,0,6,20,3,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,3
76,530050,186455,-0.125252,51.56199,2,1,5,3,1,6,20,3,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1
77,543190,179789,0.061476,51.498912,1,1,5,3,117,7,20,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,19,1
78,534452,169975,-0.068056,51.412863,2,1,4,3,214,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
79,535592,182123,-0.047018,51.521758,1,1,5,3,11,6,20,3,2,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,3
80,535250,169701,-0.056693,51.410211,2,1,1,3,213,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
81,545136,174258,0.087221,51.448717,2,1,1,6,0,2,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
82,530163,178163,-0.126684,51.487447,2,3,6,3,202,6,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
83,546796,189117,0.117275,51.581802,2,1,5,4,177,7,30,5,2,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,3
84,535979,181157,-0.041816,51.512984,2,1,4,3,13,6,20,7,4,4,121,0,5,0,0,0,0,0,0,0,0,0,0,0,25,1
85,523036,179597,-0.228779,51.501928,2,1,2,3,402,9,20,99,9,5,0,9,5,0,0,0,0,0,1,0,0,0,0,0,20,3
86,507721,179702,-0.449301,51.505995,2,1,1,6,0,6,30,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1
87,546785,171596,0.109831,51.424373,2,1,1,5,0,6,30,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,3
88,521806,181064,-0.245984,51.515379,2,2,2,5,0,6,20,3,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,3
89,533465,183500,-0.077136,51.534638,2,1,5,3,10,6,20,7,2,5,0,0,5,0,0,0,0,0,1,0,0,0,0,0,23,3
90,537700,173046,-0.020189,51.439681,2,1,6,3,21,7,30,99,9,5,0,9,9,0,0,0,0,0,1,0,0,0,0,0,31,3
91,527177,183454,-0.16776,51.535675,2,1,7,6,0,2,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3
92,535517,180161,-0.048852,51.504145,2,2,1,3,101,6,30,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,19,3
93,528262,185620,-0.151336,51.554895,3,1,1,4,518,6,20,3,4,5,0,9,5,0,0,0,0,0,0,0,0,0,0,0,19,3
94,531690,172953,-0.106642,51.440273,1,1,1,3,205,6,30,3,2,3,215,9,1,0,0,0,0,0,0,0,0,0,0,0,22,1
95,553190,190334,0.210016,51.591036,1,1,6,3,118,6,30,3,2,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,1
96,538693,184310,-0.00149,51.540658,1,1,5,3,11,6,20,0,-1,0,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,9,3
97,534873,186743,-0.055606,51.563446,1,1,5,6,0,6,20,99,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
98,523003,186814,-0.226735,51.566795,1,1,1,3,5,6,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
99,532471,179801,-0.092847,51.501631,4,1,7,3,3,3,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
100,508230,181041,-0.441559,51.517933,3,1,4,3,437,6,30,3,4,5,0,0,8,0,0,0,0,0,1,0,0,0,0,0,11,1
101,535038,179585,-0.055969,51.499083,1,1,7,3,200,3,20,9,4,3,2201,0,8,0,0,0,0,0,0,0,0,0,0,0,11,3
102,532047,187481,-0.096075,51.570746,2,1,2,3,105,9,20,99,9,3,503,9,9,0,0,0,0,0,0,0,0,0,0,0,3,4
103,514952,175639,-0.34648,51.468055,2,1,6,5,0,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
104,529402,170028,-0.140611,51.414513,2,1,7,4,272,6,30,9,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,1
105,552596,175378,0.194976,51.456821,2,2,3,3,206,6,30,3,4,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,24,1
106,544393,163536,0.072177,51.352562,2,1,6,5,0,6,40,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,3
107,523663,183162,-0.2185,51.53383,3,1,6,5,0,3,30,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4
108,530688,179661,-0.118572,51.500788,1,1,3,3,302,3,20,99,4,6,0,9,5,0,0,0,0,0,0,0,0,0,0,0,11,4
109,533849,190207,-0.069051,51.594818,1,1,4,3,1010,6,20,3,2,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,29,3
110,513714,175404,-0.364371,51.466193,1,1,4,3,3005,6,20,0,-1,0,-1,0,5,0,0,0,0,0,0,0,0,0,0,0,8,2
111,509342,179587,-0.42599,51.504651,1,1,7,5,0,2,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
112,523734,186510,-0.216301,51.563904,2,1,2,6,0,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
113,538583,174443,-0.006946,51.45202,2,1,5,5,0,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
114,514713,176036,-0.349791,51.471672,2,1,3,3,315,6,20,3,2,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,28,2
115,527502,174891,-0.166168,51.458647,2,1,2,4,229,6,20,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
116,507434,178013,-0.453948,51.490869,2,4,1,1,4,3,50,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3
117,551731,185367,0.186828,51.546803,1,1,5,3,125,6,40,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2
118,518918,188789,-0.284976,51.585421,2,1,6,3,4006,6,30,9,4,3,4006,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
119,539424,190509,0.011502,51.596181,1,2,4,3,104,6,30,99,9,3,406,9,9,0,0,0,0,0,0,0,0,0,0,0,18,1
120,520656,185080,-0.261174,51.551718,2,1,5,3,406,3,50,6,2,4,4557,9,5,0,0,0,0,0,0,0,0,0,0,0,16,2
121,520070,175825,-0.272771,51.468665,2,1,7,3,3003,6,20,5,4,6,0,2,4,0,0,0,0,0,1,0,0,0,0,0,7,1
122,518017,183742,-0.299667,51.540251,1,1,4,3,4089,6,30,9,2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,29,3
123,530528,189334,-0.117292,51.587751,2,2,1,3,504,6,20,3,2,6,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,1
124,513792,176726,-0.362823,51.478059,2,1,6,3,3005,1,30,2,4,4,363,0,8,0,0,0,0,0,0,0,0,0,0,0,24,2
125,531538,161328,-0.113131,51.335838,1,1,6,3,22,6,30,3,2,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,31,3
126,518021,181835,-0.300248,51.523111,2,1,1,6,0,9,20,99,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1
127,527376,181803,-0.165489,51.520793,1,1,7,3,501,3,30,3,2,3,501,0,0,0,0,0,0,0,1,0,0,0,0,0,25,2
128,529002,185061,-0.140873,51.549703,2,1,4,3,400,2,20,3,4,6,0,9,5,0,0,0,0,0,0,0,0,0,0,0,1,3
129,534639,179500,-0.061746,51.498414,3,1,4,3,200,6,20,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
130,537552,181062,-0.019199,51.51175,2,1,5,6,0,2,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4
131,542532,185804,0.054434,51.553127,2,1,3,3,118,6,30,7,2,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,28,2
132,532385,188700,-0.090741,51.581621,2,1,6,4,152,6,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
133,539558,178619,0.008724,51.489306,1,1,1,3,2203,6,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3
134,523963,182195,-0.214517,51.525074,2,1,2,4,450,6,20,1,4,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,9,1
135,529625,175125,-0.135541,51.460268,2,1,6,3,2217,6,20,3,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,3
136,539107,182207,0.003646,51.521658,2,1,7,6,0,6,30,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1
137,534185,192077,-0.063488,51.611542,2,1,3,6,0,9,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4
138,511963,172356,-0.390531,51.439146,1,1,5,3,314,6,30,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,2
139,554729,184020,0.229438,51.533888,2,1,2,5,0,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2
140,530673,174149,-0.120825,51.451257,2,1,2,6,0,6,30,9,9,6,0,9,4,0,0,0,0,0,0,0,0,0,0,0,3,4
141,525668,182188,-0.189956,51.524635,2,1,3,4,413,6,20,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
142,524473,174345,-0.209935,51.454414,2,1,4,3,3,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
143,524531,172951,-0.209591,51.441873,1,1,4,5,0,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
144,517823,174613,-0.305508,51.458244,1,1,3,3,305,1,20,1,4,3,307,0,8,0,0,0,0,0,0,0,0,0,0,0,21,3
145,531654,186085,-0.102264,51.558293,2,1,4,6,0,6,20,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,1
146,524750,190322,-0.200298,51.597938,2,1,1,3,504,6,30,3,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,1
147,540082,192019,0.021597,51.609586,1,1,4,3,104,6,20,6,2,3,104,0,5,0,0,0,0,0,0,0,0,0,0,0,22,3
148,533286,192330,-0.076368,51.614029,2,1,6,5,0,3,30,3,4,3,406,0,0,0,0,1,0,0,1,0,0,0,0,0,31,3
149,538096,189295,-0.008136,51.585599,2,1,6,5,0,6,20,3,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,1
150,525165,185885,-0.195889,51.557971,2,1,4,3,41,3,30,6,2,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,29,3
151,511289,178790,-0.3982,51.497108,2,1,5,5,0,6,20,3,4,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,3
152,545088,173486,0.086214,51.441792,2,1,5,6,0,6,20,3,4,4,2214,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
153,527151,175030,-0.171167,51.459975,2,1,1,3,3,6,20,6,2,4,229,2,5,0,0,0,0,0,0,0,0,0,0,0,5,3
154,527893,180972,-0.158342,51.513208,1,1,5,3,4202,1,20,1,2,3,40,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2
155,525256,179043,-0.197008,51.496462,1,1,5,4,316,6,30,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
156,530842,190081,-0.112484,51.594391,2,1,2,6,0,6,20,99,4,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,6,3
157,523618,177909,-0.220989,51.486631,2,1,5,3,219,2,20,8,4,6,0,9,5,0,0,0,0,0,0,0,0,0,0,0,2,2
158,530854,190098,-0.112304,51.594541,2,1,5,6,0,9,20,8,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4
159,528437,180894,-0.150536,51.512384,1,1,3,5,0,2,20,6,4,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,28,3
160,537869,175842,-0.01667,51.464765,2,1,3,3,20,6,30,3,4,6,0,9,9,0,0,0,0,0,1,0,0,0,0,0,10,1
161,530082,174763,-0.1291,51.45691,2,1,2,4,221,6,20,0,-1,0,-1,9,4,0,0,0,0,0,0,0,0,0,0,0,20,2
162,543005,184239,0.060617,51.538945,2,1,2,6,0,9,20,6,4,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,30,1
163,535543,177248,-0.049595,51.477961,3,1,5,6,0,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
164,536518,183647,-0.033089,51.53523,2,1,5,4,118,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
165,549586,179845,0.153575,51.49776,2,1,5,3,2016,1,30,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4
166,528714,186154,-0.144625,51.559591,2,1,1,6,0,9,20,99,4,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1
167,550265,184936,0.165518,51.543323,1,1,5,3,1112,2,30,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2
168,535940,189425,-0.039185,51.587291,2,1,4,3,503,6,20,8,4,6,0,0,5,0,0,0,0,0,1,0,0,0,0,0,25,1
169,536268,197125,-0.031461,51.656403,2,1,3,6,0,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
170,535685,178767,-0.046968,51.491578,1,1,4,3,2208,2,20,9,4,3,200,0,1,0,0,0,0,0,1,0,0,0,0,0,25,1
171,533614,188330,-0.073155,51.578007,2,1,2,6,0,6,20,3,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2
172,533674,189085,-0.072003,51.584777,1,2,4,3,10,2,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
173,530544,181093,-0.120116,51.51369,1,1,4,5,0,2,20,6,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3
174,546382,183658,0.109034,51.532859,2,2,6,3,13,3,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
175,556694,192371,0.261466,51.608375,2,1,6,3,12,1,30,5,2,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
176,547471,174516,0.120906,51.450432,1,2,2,3,221,3,30,1,4,3,221,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
177,526675,178190,-0.176883,51.488481,2,1,4,6,0,3,20,6,4,3,308,0,8,0,0,0,0,0,0,0,0,0,0,0,15,3
178,529504,176009,-0.136959,51.46824,2,1,6,5,0,6,30,99,9,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,1
179,527786,175548,-0.161845,51.464488,2,1,3,3,3220,7,20,6,2,3,3036,0,5,0,0,0,0,0,0,0,0,0,0,0,21,3
180,513732,176872,-0.36364,51.479383,1,1,5,6,0,7,20,0,-1,0,-1,0,4,1,0,0,0,1,0,0,0,0,0,0,12,1
181,526805,196242,-0.168503,51.650681,2,1,7,6,0,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2
182,550273,184782,0.165568,51.541937,1,1,1,3,1112,7,30,3,4,6,0,9,8,0,0,0,0,0,0,0,0,0,0,0,1,1
183,531753,169540,-0.107004,51.409587,1,1,6,4,273,6,20,3,3,6,0,0,8,0,0,1,0,0,1,0,0,0,0,0,14,4
184,535688,197753,-0.039597,51.662187,4,1,6,6,0,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
185,514160,170486,-0.359538,51.421901,2,1,3,3,312,6,20,3,2,3,311,0,1,0,0,0,0,0,0,0,0,0,0,0,7,3
186,519300,170163,-0.285757,51.41794,2,1,2,4,351,6,30,6,4,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,1
187,525005,184170,-0.198805,51.542594,1,1,4,3,5,6,20,3,4,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,22,3
188,534820,183068,-0.057777,51.530434,2,1,4,4,118,6,20,3,4,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2
189,550572,189937,0.172083,51.588175,3,2,7,4,174,6,30,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,4
190,527341,178301,-0.167256,51.489329,2,1,6,6,0,6,20,99,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2
191,531756,170743,-0.106515,51.420397,2,1,2,3,215,6,30,0,-1,0,-1,0,9,0,0,0,0,0,0,0,0,0,0,0,16,1
