,location_easting_osgr,location_northing_osgr,longitude,latitude,number_of_vehicles,number_of_casualties,day_of_week,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions_5,light_conditions_6,light_conditions_7,weather_conditions_Fog or mist,weather_conditions_Raining + high winds,weather_conditions_Raining no high winds,weather_conditions_Snowing + high winds,weather_conditions_Snowing no high winds,road_surface_conditions_3,road_surface_conditions_4,road_surface_conditions_9,day,month
1178,510262,178864,-0.412966,51.497974,2,1,4,3,312,6,30,3,4,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,15,3
1179,532341,166288,-0.099766,51.380226,2,1,6,3,212,9,30,99,2,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,20,1
1180,520925,181073,-0.258671,51.515649,2,1,2,6,0,6,20,0,-1,0,-1,0,7,0,0,0,0,0,0,0,0,0,0,0,9,1
1181,532740,175701,-0.090514,51.464723,2,1,7,3,215,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
1182,525803,174923,-0.190598,51.459314,2,1,4,3,3205,6,30,6,2,3,217,0,5,0,0,0,0,0,0,0,0,0,0,0,18,1
1183,537416,177115,-0.022693,51.476315,2,1,6,3,2209,1,20,1,4,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,3
1184,529188,179771,-0.14013,51.502121,1,1,7,5,0,3,20,7,2,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,21,1
1185,520050,186978,-0.269263,51.568905,2,1,4,3,4140,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1186,517918,188985,-0.299337,51.587392,1,1,7,5,0,6,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4
1187,534911,181297,-0.057143,51.514498,2,1,3,3,13,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2
1188,540352,184940,0.022668,51.545909,2,1,4,3,118,6,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3
1189,539843,191502,0.017942,51.605,3,1,5,3,104,1,30,1,4,6,0,9,5,0,0,0,0,0,0,0,0,0,0,0,2,2
1190,539386,183517,0.008183,51.533361,1,2,6,3,1011,3,30,6,2,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,4
1191,533665,170723,-0.079084,51.419771,2,1,7,3,214,2,20,0,-1,0,-1,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3
1192,539774,181823,0.013102,51.518043,1,1,2,3,124,6,30,9,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3
1193,530770,169249,-0.121237,51.407199,2,1,6,3,23,6,20,8,4,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,10,3
1194,507457,175693,-0.454322,51.470012,2,1,6,6,0,9,30,5,4,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,24,2
1195,513441,184650,-0.365328,51.549349,2,1,6,6,0,6,20,3,4,3,312,0,0,0,0,0,0,0,0,0,1,0,0,0,24,3
1196,533190,166341,-0.087554,51.380503,2,1,4,3,222,6,20,2,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,2
1197,505848,179729,-0.476269,51.506591,2,1,3,6,0,6,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
1198,533690,187908,-0.07222,51.574196,2,1,3,3,10,6,30,99,9,6,0,9,9,0,0,0,0,0,1,0,0,0,0,0,10,1
1199,534499,187181,-0.060831,51.567471,2,1,1,6,0,3,20,99,9,3,107,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1
1200,525767,179701,-0.189416,51.502262,1,1,5,3,315,3,20,3,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,23,2
1201,526172,177700,-0.184299,51.484189,2,1,6,3,308,9,30,6,2,3,3220,0,9,0,0,0,0,1,0,0,0,0,0,0,24,3
1202,534310,197477,-0.059614,51.660037,3,1,2,5,0,6,30,7,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27,2
1203,522901,180319,-0.230471,51.508446,2,1,3,6,0,6,20,6,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1
1204,535025,186800,-0.053393,51.563922,2,1,3,6,0,6,20,5,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,2
1205,537647,185947,-0.015923,51.555623,2,1,7,3,106,3,30,3,2,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,3
1206,526126,171651,-0.187116,51.429837,1,1,3,6,0,7,20,5,4,6,0,0,8,0,1,0,0,0,0,0,0,0,0,0,28,3
1207,534338,181651,-0.065261,51.517815,2,1,3,3,11,9,20,99,4,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,3
1208,543004,182011,0.059698,51.518925,2,1,2,3,117,6,30,3,4,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,20,2
1209,528284,172840,-0.155661,51.440039,2,1,4,6,0,6,30,3,4,3,24,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3
1210,524806,189526,-0.199773,51.590772,2,1,7,3,598,9,30,99,9,3,598,9,9,0,0,0,0,0,0,0,0,0,0,0,25,3
1211,534774,178829,-0.060059,51.492352,2,1,5,3,2206,6,20,7,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,2
1212,511290,177426,-0.398615,51.484848,2,1,2,6,0,6,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
1213,533700,178361,-0.075697,51.488401,2,1,7,4,214,3,20,0,-1,0,-1,0,5,0,0,0,0,0,0,0,0,0,0,0,11,2
1214,509857,179864,-0.418487,51.507041,1,1,3,5,0,3,20,99,2,5,0,9,9,0,0,1,0,0,0,0,0,0,0,0,14,2
1215,513394,175646,-0.368898,51.468432,2,1,4,3,3006,6,20,3,2,5,0,0,5,0,0,0,0,0,1,0,0,0,0,0,8,3
1216,530431,183028,-0.121028,51.531105,2,1,5,3,5203,6,20,3,2,3,501,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2
1217,530232,188586,-0.121839,51.581098,1,1,6,6,0,6,20,6,4,3,103,9,9,0,0,0,0,0,1,0,0,0,0,0,10,3
1218,543770,183602,0.07138,51.533027,2,1,6,3,406,3,50,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1219,529703,163919,-0.138514,51.359544,1,1,4,4,271,9,30,3,4,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,18,1
1220,530141,182253,-0.125493,51.524207,2,1,7,6,0,2,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3
1221,533863,186351,-0.070317,51.560164,2,1,7,3,10,2,20,6,2,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,4
1222,540756,168441,0.021924,51.39755,2,1,4,3,21,9,30,3,3,6,0,9,9,0,0,0,0,0,1,0,0,0,0,0,5,4
1223,534378,195088,-0.059549,51.638553,1,1,5,6,0,6,30,9,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
1224,540784,183652,0.028379,51.534228,2,1,6,6,0,9,20,99,9,6,0,1,9,0,0,0,0,0,0,0,0,0,0,0,17,2
1225,529818,180942,-0.130628,51.5125,1,1,2,3,401,6,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4
1226,534993,177444,-0.057435,51.479854,2,1,5,3,2,6,30,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3
1227,520432,178729,-0.266572,51.494687,2,1,6,4,490,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
1228,531026,195508,-0.107801,51.643118,2,1,2,5,0,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
1229,512619,183870,-0.377427,51.542503,2,1,1,3,40,1,20,1,2,3,312,9,9,0,0,0,0,0,1,0,0,0,0,1,12,3
1230,537902,181215,-0.014099,51.51304,1,1,2,5,0,6,30,3,4,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,2
1231,524393,188004,-0.20627,51.577185,2,1,1,3,502,6,30,3,4,6,0,9,1,0,0,0,0,0,0,0,0,0,0,0,29,1
1232,540120,173863,0.01493,51.44643,3,1,6,3,205,3,40,6,2,3,2212,0,5,0,0,0,0,0,0,0,0,0,0,0,17,2
1233,537202,173424,-0.027203,51.443199,2,1,6,3,205,6,20,9,2,3,212,9,9,0,0,0,0,0,0,0,0,0,0,0,10,2
1234,533909,190699,-0.067998,51.599225,2,1,5,3,1010,6,20,9,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1
1235,532745,180336,-0.088701,51.506375,2,1,4,3,3,3,20,3,2,3,200,0,5,0,0,0,0,0,0,0,0,0,0,0,11,1
1236,531867,189369,-0.097962,51.587754,2,1,4,5,0,6,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
1237,529401,184171,-0.135449,51.541613,2,1,5,3,5202,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3
1238,531621,184744,-0.103241,51.54625,2,2,2,3,1,6,20,3,2,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,3
1239,534451,197834,-0.05744,51.663212,3,2,5,3,10,3,40,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2
1240,533900,191647,-0.067766,51.607746,1,1,5,3,1010,9,20,6,2,5,0,9,5,0,0,0,0,0,0,0,0,0,0,0,19,1
1241,540606,172219,0.021266,51.431537,2,3,6,3,2212,6,30,3,2,4,226,0,5,0,0,0,0,0,1,0,0,0,0,0,14,4
1242,518275,187269,-0.294763,51.571895,1,1,7,5,0,2,20,99,9,6,0,1,4,0,0,0,0,0,0,0,0,0,0,0,15,4
1243,523804,175758,-0.219064,51.467259,2,1,5,4,306,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
1244,540000,188245,0.01891,51.575694,1,1,5,3,113,6,30,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2
1245,542129,185257,0.048405,51.548313,1,1,6,3,117,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
1246,530301,176200,-0.125421,51.469774,2,1,1,3,3,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2
1247,529426,181219,-0.136172,51.515079,1,1,5,5,0,2,20,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
1248,534283,187918,-0.063664,51.574145,2,1,7,6,0,6,20,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
1249,518708,165213,-0.295921,51.373576,2,2,1,3,3,3,50,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
1250,512912,186037,-0.372509,51.561921,1,1,6,5,0,1,30,1,4,6,0,9,1,0,0,0,0,0,0,0,0,0,0,0,24,2
1251,530794,169189,-0.120915,51.406654,2,1,6,3,23,9,20,3,4,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,13,1
1252,549670,175103,0.152777,51.45513,2,6,7,3,207,1,30,1,4,3,220,0,1,0,0,0,0,0,1,0,0,0,0,0,14,1
1253,525255,181092,-0.196295,51.514877,1,1,6,5,0,3,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1254,521696,179058,-0.24826,51.497374,2,1,4,4,409,6,20,6,2,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,1
1255,532671,184964,-0.088025,51.547981,2,1,6,6,0,6,30,99,4,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,7,4
1256,530338,186490,-0.121087,51.562238,2,1,6,5,0,6,20,3,4,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,2
1257,517365,186211,-0.308241,51.562576,1,1,4,3,4088,6,20,99,9,6,0,1,1,0,0,0,0,0,1,0,0,0,0,1,22,2
1258,533775,178508,-0.074561,51.489705,2,1,2,6,0,6,20,3,4,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,1
1259,524876,162436,-0.208325,51.347296,2,1,2,5,0,6,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1260,534410,177856,-0.065669,51.483695,2,1,7,3,2,3,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2
1261,545950,192044,0.10629,51.608322,1,1,2,5,0,7,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3
1262,545834,181800,0.10037,51.516306,2,1,4,5,0,6,20,0,-1,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2
1263,522667,187336,-0.231398,51.57156,2,1,2,3,5,1,30,1,2,3,406,0,0,0,0,0,0,0,1,0,0,0,0,0,16,1
1264,539420,183715,0.008751,51.535132,1,1,5,3,112,3,30,9,2,3,1011,0,4,0,0,0,0,0,0,0,0,0,0,0,16,2
1265,534699,185383,-0.058635,51.551266,2,1,6,3,104,6,20,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3
1266,529228,183802,-0.138077,51.538337,2,1,4,3,400,9,20,6,2,5,0,0,4,0,0,0,0,0,0,0,0,0,0,1,18,1
1267,523206,186577,-0.223891,51.564621,2,1,7,3,5,6,20,6,2,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,4
1268,535302,173767,-0.054394,51.446738,1,1,3,5,0,6,30,8,4,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,1
1269,522327,173789,-0.240997,51.449884,2,1,5,6,0,3,30,3,2,3,306,0,5,0,0,0,0,0,0,0,0,0,0,0,2,3
1270,518796,185236,-0.287936,51.553514,1,1,5,3,404,6,30,0,-1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,16,2
1271,507971,188410,-0.443031,51.584216,2,1,5,5,0,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1272,520510,187339,-0.262506,51.572051,2,4,2,4,454,6,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
1273,523026,184078,-0.227359,51.542202,2,1,5,6,0,1,20,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
1274,533622,176782,-0.077416,51.47423,1,1,5,3,202,6,20,3,4,4,217,0,1,0,0,0,0,0,1,0,0,0,0,0,23,3
1275,534217,180687,-0.067371,51.509181,2,1,1,3,1202,6,20,7,2,3,1203,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3
1276,531012,190404,-0.10991,51.597255,2,1,2,3,105,6,30,6,2,3,109,0,5,0,0,0,0,0,1,0,0,0,0,0,16,1
1277,530334,180450,-0.123378,51.50796,1,1,4,6,0,6,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1278,523178,187888,-0.223835,51.576409,2,1,2,6,0,9,20,99,9,6,0,9,1,0,0,0,0,0,0,0,0,0,0,0,10,4
1279,544175,186500,0.078401,51.558963,1,1,3,3,118,3,30,0,-1,0,-1,0,4,0,0,0,0,0,0,0,0,0,0,0,7,2
1280,515591,190028,-0.332566,51.597248,2,1,5,6,0,6,30,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
1281,537559,182595,-0.0185,51.525524,2,1,3,6,0,6,20,0,-1,0,-1,0,8,0,0,0,0,0,0,0,0,0,0,0,14,3
1282,527549,194250,-0.158481,51.632611,2,1,3,6,0,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1283,521494,184819,-0.249184,51.549193,2,1,5,3,407,3,30,1,4,4,453,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1284,534740,182939,-0.058979,51.529294,2,1,6,6,0,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4
1285,515711,170963,-0.337086,51.425874,1,1,5,3,313,6,20,0,-1,0,-1,0,5,0,0,0,0,0,0,0,0,0,0,0,9,2
1286,538081,169597,-0.016054,51.408595,2,1,2,6,0,6,30,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
1287,510314,174744,-0.413502,51.460933,2,2,3,3,312,3,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
1288,533643,178323,-0.076532,51.488073,2,1,7,3,2,3,30,6,2,4,214,0,8,0,0,0,0,0,0,0,0,0,0,0,11,2
1289,536987,176959,-0.028927,51.475017,2,1,1,4,218,6,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4
1290,536391,177010,-0.037483,51.475619,2,1,7,3,2,9,30,0,-1,0,-1,9,9,0,0,0,0,0,0,0,0,0,0,0,7,1
1291,527686,172771,-0.164285,51.439553,1,2,3,3,214,6,20,7,4,4,237,0,5,0,0,0,0,0,0,0,0,0,0,0,28,2
1292,527304,181414,-0.166666,51.517313,1,1,5,3,5,3,40,3,2,6,0,0,4,0,0,0,0,0,1,0,0,0,0,0,23,3
1293,530977,191693,-0.109934,51.608846,1,1,7,6,0,6,20,3,4,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2
1294,533522,184704,-0.075858,51.545444,1,1,7,3,10,6,20,3,2,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,1
1295,534397,173363,-0.067562,51.443322,2,2,1,3,2216,6,30,3,2,3,205,9,9,0,0,0,0,0,0,0,0,0,0,0,12,2
1296,527902,189735,-0.155029,51.591957,2,1,5,6,0,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3
1297,527601,171315,-0.166031,51.426488,1,1,4,3,217,6,20,3,4,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2
1298,535979,181160,-0.041815,51.513011,2,1,6,3,13,6,30,3,4,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,2
1299,534755,194437,-0.054354,51.632613,1,1,2,3,1010,9,30,99,9,6,0,9,1,0,0,0,0,0,0,0,0,0,0,0,2,1
1300,524950,181740,-0.200459,51.520768,2,1,3,3,4207,6,30,3,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4
1301,545779,187212,0.101818,51.564949,2,1,7,3,118,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
1302,510707,177274,-0.407056,51.483596,5,2,7,3,312,3,40,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4
1303,525838,191447,-0.184195,51.607806,2,1,5,3,598,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
1304,524643,178254,-0.206112,51.489507,2,1,6,4,317,6,20,3,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1
1305,516711,190562,-0.316227,51.601816,2,1,3,5,0,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1306,525993,163054,-0.192076,51.352604,2,1,2,4,2230,6,30,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2
1307,536052,196384,-0.03487,51.649797,2,2,3,5,0,6,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1
1308,531039,190391,-0.109526,51.597132,1,1,4,3,109,3,20,3,2,3,105,0,4,0,0,0,0,0,0,0,0,0,0,0,15,2
1309,534442,196529,-0.058071,51.651487,2,1,2,6,0,6,20,99,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1310,515702,172067,-0.336855,51.435798,2,1,6,3,309,6,30,3,4,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,10,3
1311,524767,180842,-0.203413,51.512738,2,1,1,4,415,3,20,0,-1,0,-1,9,9,0,0,0,0,0,0,0,0,0,0,0,29,1
1312,529764,182587,-0.130801,51.527295,2,1,3,3,501,3,30,7,2,3,4200,0,5,0,0,0,0,0,0,0,0,0,0,0,17,1
1313,537935,174634,-0.016192,51.453894,2,2,6,3,21,6,20,0,-1,0,-1,9,9,0,0,0,0,0,0,0,0,0,0,0,24,2
1314,539038,174298,-0.000459,51.450605,2,1,2,5,0,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1315,531631,179835,-0.10493,51.502133,2,1,4,6,0,2,20,3,4,3,201,0,0,0,1,0,0,0,1,0,0,0,0,0,15,3
1316,544070,178399,0.073578,51.486198,2,1,6,5,0,6,30,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
1317,518264,190267,-0.293913,51.598841,2,1,7,5,0,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3
1318,517654,184049,-0.304796,51.543085,2,1,6,3,4005,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
1319,533904,186908,-0.069514,51.565159,1,1,6,6,0,6,20,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
1320,528576,170095,-0.152457,51.415303,5,2,4,6,0,6,20,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3
1321,523792,161139,-0.224333,51.335877,2,1,2,5,0,6,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3
1322,532153,166024,-0.102564,51.377897,2,1,4,3,235,6,30,9,2,3,212,0,5,0,0,0,0,0,0,0,0,0,0,0,1,3
1323,524132,178625,-0.213338,51.492953,2,1,7,6,0,6,20,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3
1324,530335,184572,-0.12184,51.545002,2,1,7,6,0,9,20,99,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
1325,528385,180185,-0.151542,51.506024,2,1,5,3,4202,3,20,3,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,1
1326,535226,179843,-0.053164,51.501357,2,1,1,6,0,9,30,9,2,6,0,9,5,0,0,0,0,0,0,0,0,0,0,1,12,2
1327,534295,191910,-0.061965,51.610015,2,1,2,5,0,6,30,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
1328,533659,187200,-0.072936,51.567841,1,1,1,3,10,6,30,3,4,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12,3
1329,506039,179888,-0.473471,51.507985,1,2,5,5,0,6,30,9,4,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,3
1330,529620,181349,-0.13333,51.516203,1,1,1,3,40,6,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
1331,520203,166816,-0.273911,51.387669,2,2,3,6,0,6,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2
1332,539204,175194,0.00228,51.458616,1,1,2,3,20,3,30,0,-1,0,-1,2,5,0,0,0,0,0,0,0,0,0,0,0,27,3
1333,521882,195339,-0.23994,51.643653,2,1,2,3,411,6,40,99,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3
1334,521785,185583,-0.244725,51.555996,1,1,7,3,4088,6,30,3,4,3,4088,0,8,0,0,0,0,0,0,0,0,0,0,0,11,2
1335,524550,178993,-0.20719,51.496169,2,1,2,3,315,6,30,3,2,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,4
1336,515185,176401,-0.342879,51.474856,2,1,5,4,363,6,30,3,4,3,315,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2
1337,513760,175345,-0.363728,51.465653,1,1,5,3,314,6,20,7,2,3,3005,0,5,0,0,0,0,0,0,0,0,0,0,0,23,3
1338,531326,189899,-0.105568,51.592643,1,1,5,3,105,6,20,3,2,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,3
1339,525802,185404,-0.186877,51.553507,2,1,4,6,0,3,20,3,4,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,8,2
1340,510463,179917,-0.409742,51.507399,1,2,5,6,0,6,30,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2
1341,524208,182148,-0.211004,51.524598,2,1,5,6,0,6,20,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1342,519371,169087,-0.285099,51.408255,2,1,2,3,2043,6,30,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
1343,532989,186302,-0.082936,51.55993,1,1,2,4,104,6,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1344,532925,178461,-0.086815,51.489483,2,1,6,6,0,6,20,3,4,6,0,2,4,0,1,0,0,1,0,0,0,0,0,0,14,4
1345,534237,192156,-0.062708,51.61224,2,1,1,6,0,2,20,99,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1
1346,530467,169678,-0.125434,51.411124,2,1,1,6,0,9,20,99,3,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,4
1347,522019,179209,-0.243557,51.498661,2,1,4,3,402,1,20,2,4,4,409,0,1,0,0,0,0,0,1,0,0,0,0,0,25,1
1348,551213,175069,0.174953,51.454415,2,1,7,3,2000,6,30,3,4,6,0,0,4,0,0,0,0,0,1,0,0,0,0,0,18,3
1349,536695,181652,-0.031312,51.517259,1,1,5,4,140,6,20,3,2,5,0,2,5,0,0,0,0,0,1,0,0,0,0,0,12,1
1350,526042,182873,-0.184323,51.530708,2,1,5,3,5,6,20,99,9,5,0,9,5,0,0,0,0,0,1,0,0,0,0,0,30,3
1351,527774,178508,-0.160948,51.491091,2,1,5,3,3217,9,30,99,9,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,30,3
1352,532858,166443,-0.092284,51.381498,2,1,6,3,222,6,30,99,4,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,10,3
1353,526449,182369,-0.178639,51.526087,1,1,1,3,5,3,20,3,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,2
1354,526889,179005,-0.17351,51.495757,2,1,2,3,4,3,20,6,2,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,27,2
1355,546896,168571,0.110175,51.397163,2,1,3,5,0,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1356,541137,169850,0.027957,51.410117,2,1,5,5,0,1,30,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,1
1357,533420,182208,-0.078273,51.523038,2,1,1,3,1202,6,20,7,2,3,10,2,5,0,0,0,0,0,0,0,0,0,0,0,9,4
1358,539752,181459,0.012641,51.514778,1,1,5,6,0,6,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4
1359,532427,177799,-0.094231,51.48365,2,1,7,3,215,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
1360,515429,180186,-0.338131,51.508825,2,1,6,3,4020,6,20,3,2,3,3002,0,5,0,0,0,0,0,0,0,0,0,0,0,24,3
1361,519071,182981,-0.284733,51.53319,2,1,5,5,0,6,20,3,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,4
1362,512172,189514,-0.38207,51.593319,2,2,1,3,404,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3
1363,533548,178402,-0.077869,51.488806,1,1,5,3,2,6,20,3,2,3,2,0,5,0,0,0,0,0,1,0,0,0,0,0,30,3
1364,534603,169142,-0.066202,51.405342,1,1,3,3,213,6,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4
1365,532593,178979,-0.091399,51.494216,1,2,6,3,201,3,30,0,-1,0,-1,0,5,0,0,0,0,0,0,0,0,0,0,0,20,1
1366,534462,197478,-0.057418,51.66001,2,1,7,5,0,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
